#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NKAP	WDR70	9606.ENSP00000360464	9606.ENSP00000265107	0	0	0	0	0.070	0	0.500	0.063	0.526
NKAP	SDE2	9606.ENSP00000360464	9606.ENSP00000272091	0	0	0	0	0.060	0.800	0	0.418	0.881
NKAP	UPF3B	9606.ENSP00000360464	9606.ENSP00000276201	0	0	0	0	0.263	0.173	0	0.149	0.437
NKAP	SNIP1	9606.ENSP00000360464	9606.ENSP00000296215	0	0	0	0	0.154	0.360	0	0	0.435
NOL10	TRMT6	9606.ENSP00000371101	9606.ENSP00000203001	0	0	0	0	0.511	0	0	0	0.511
NOL10	UTP18	9606.ENSP00000371101	9606.ENSP00000225298	0	0	0	0	0.837	0.976	0.540	0.358	0.998
NOL10	WDR12	9606.ENSP00000371101	9606.ENSP00000261015	0	0	0	0	0.679	0	0	0.153	0.717
NOL10	NVL	9606.ENSP00000371101	9606.ENSP00000281701	0	0	0	0	0.643	0	0	0.156	0.686
NOL10	WDR3	9606.ENSP00000371101	9606.ENSP00000308179	0	0	0	0	0.859	0.976	0.540	0.207	0.998
NOL10	NSUN5	9606.ENSP00000371101	9606.ENSP00000309126	0	0	0	0	0.310	0	0	0.212	0.434
NOL10	RRS1	9606.ENSP00000371101	9606.ENSP00000322396	0	0	0	0	0.718	0	0	0.195	0.763
NOL10	UTP4	9606.ENSP00000371101	9606.ENSP00000327179	0	0	0	0	0.839	0.989	0.540	0.286	0.999
NOL10	RRP1B	9606.ENSP00000371101	9606.ENSP00000339145	0	0	0	0	0.725	0.292	0	0.174	0.825
NOL10	NOL9	9606.ENSP00000371101	9606.ENSP00000366934	0	0	0	0	0.324	0	0	0.462	0.621
NOL10	POLR1E	9606.ENSP00000371101	9606.ENSP00000367029	0	0	0	0	0.523	0.126	0	0	0.565
NOL10	OGFOD1	9606.ENSP00000371101	9606.ENSP00000457258	0	0	0	0	0.405	0	0	0	0.405
NOL10	TRMT61A	9606.ENSP00000371101	9606.ENSP00000374399	0	0	0	0	0.409	0	0	0	0.409
NOL10	RTF1	9606.ENSP00000371101	9606.ENSP00000374280	0	0	0	0	0.429	0	0	0	0.429
NOL10	PUS7	9606.ENSP00000371101	9606.ENSP00000417402	0	0	0	0	0.500	0	0	0	0.500
NOL10	RBM34	9606.ENSP00000371101	9606.ENSP00000386226	0	0	0	0	0.398	0.045	0	0.596	0.748
NOL10	PUM3	9606.ENSP00000371101	9606.ENSP00000380982	0	0	0	0	0.850	0	0	0	0.850
NOL10	TBL3	9606.ENSP00000371101	9606.ENSP00000454836	0	0	0	0	0.706	0.976	0.360	0.276	0.996
NOL10	WDR43	9606.ENSP00000371101	9606.ENSP00000384302	0	0	0	0	0.845	0.976	0	0.318	0.997
NOL10	WDR36	9606.ENSP00000371101	9606.ENSP00000423067	0	0	0	0	0.921	0.991	0.540	0.639	0.999
NOL9	UTP18	9606.ENSP00000366934	9606.ENSP00000225298	0	0	0	0	0.134	0	0.500	0.471	0.751
NOL9	WDR12	9606.ENSP00000366934	9606.ENSP00000261015	0	0	0	0	0.294	0.095	0.500	0.344	0.762
NOL9	NVL	9606.ENSP00000366934	9606.ENSP00000281701	0	0	0	0	0.274	0	0	0.247	0.430
NOL9	WDR3	9606.ENSP00000366934	9606.ENSP00000308179	0	0	0	0	0.298	0	0.500	0	0.634
NOL9	UTP4	9606.ENSP00000366934	9606.ENSP00000327179	0	0	0	0	0.158	0	0.500	0.174	0.622
NOL9	RRP1B	9606.ENSP00000366934	9606.ENSP00000339145	0	0	0	0	0.194	0.292	0	0.049	0.410
NOL9	WDR43	9606.ENSP00000366934	9606.ENSP00000384302	0	0	0	0	0.158	0	0.500	0	0.561
NOL9	TBL3	9606.ENSP00000366934	9606.ENSP00000454836	0	0	0	0	0.196	0	0.500	0	0.581
NOL9	RBM34	9606.ENSP00000366934	9606.ENSP00000386226	0	0	0	0	0.174	0.052	0	0.565	0.630
NOL9	WDR36	9606.ENSP00000366934	9606.ENSP00000423067	0	0	0	0	0.308	0	0.500	0.589	0.845
NOP10	UTP18	9606.ENSP00000332198	9606.ENSP00000225298	0	0	0	0	0.323	0	0	0.234	0.459
NOP10	WDR12	9606.ENSP00000332198	9606.ENSP00000261015	0	0	0	0	0.170	0	0	0.431	0.508
NOP10	NVL	9606.ENSP00000332198	9606.ENSP00000281701	0	0	0	0	0.133	0	0.900	0.094	0.914
NOP10	POP7	9606.ENSP00000332198	9606.ENSP00000304353	0	0	0	0	0.085	0	0.900	0.159	0.916
NOP10	RRS1	9606.ENSP00000332198	9606.ENSP00000322396	0	0	0	0	0.374	0	0	0.400	0.608
NOP10	UTP4	9606.ENSP00000332198	9606.ENSP00000327179	0	0	0	0	0.154	0	0	0.406	0.476
NOP10	PPP6R3	9606.ENSP00000332198	9606.ENSP00000377390	0	0	0	0	0.076	0	0.400	0	0.422
NOP10	POLR2H	9606.ENSP00000332198	9606.ENSP00000415536	0	0	0	0	0.326	0	0	0.239	0.465
NOP10	WDR36	9606.ENSP00000332198	9606.ENSP00000423067	0	0	0	0	0.198	0.312	0	0.330	0.599
NOP10	PUS7	9606.ENSP00000332198	9606.ENSP00000417402	0	0	0	0	0.123	0	0	0.642	0.673
NPC1	SOAT1	9606.ENSP00000269228	9606.ENSP00000356591	0	0	0	0	0.169	0	0	0.446	0.520
NRF1	POGZ	9606.ENSP00000342351	9606.ENSP00000271715	0	0	0	0	0.067	0.420	0	0.069	0.452
NSUN5	RFC2	9606.ENSP00000309126	9606.ENSP00000055077	0	0	0	0	0.095	0	0	0.448	0.479
NSUN5	TRMT6	9606.ENSP00000309126	9606.ENSP00000203001	0	0	0	0	0.165	0	0	0.476	0.544
NSUN5	WDR12	9606.ENSP00000309126	9606.ENSP00000261015	0	0	0	0	0.251	0.503	0	0.136	0.650
NSUN5	WDR3	9606.ENSP00000309126	9606.ENSP00000308179	0	0	0	0	0.345	0.193	0	0.190	0.534
NSUN5	TBL3	9606.ENSP00000309126	9606.ENSP00000454836	0	0	0	0	0.430	0	0	0.090	0.459
NSUN5	PUS7	9606.ENSP00000309126	9606.ENSP00000417402	0	0	0	0	0.242	0.068	0	0.424	0.558
NSUN5	TRMT61A	9606.ENSP00000309126	9606.ENSP00000374399	0	0	0	0	0.316	0	0	0.438	0.599
NSUN5	PUM3	9606.ENSP00000309126	9606.ENSP00000380982	0	0	0	0	0.471	0.271	0	0.072	0.611
NSUN5	WDR36	9606.ENSP00000309126	9606.ENSP00000423067	0	0	0	0	0.689	0	0	0	0.689
NSUN5	RRP1B	9606.ENSP00000309126	9606.ENSP00000339145	0	0	0	0	0.321	0.484	0	0.241	0.711
NUDCD1	RFC2	9606.ENSP00000239690	9606.ENSP00000055077	0	0	0	0	0.067	0.619	0	0	0.629
NUDCD1	VPS28	9606.ENSP00000239690	9606.ENSP00000366565	0	0	0	0	0.049	0.619	0	0	0.622
NUDCD1	TRAF2	9606.ENSP00000239690	9606.ENSP00000247668	0	0	0	0	0.049	0.619	0	0	0.622
NUDCD1	POLR2H	9606.ENSP00000239690	9606.ENSP00000415536	0	0	0	0	0.056	0.619	0	0	0.624
NUDCD1	PDPR	9606.ENSP00000239690	9606.ENSP00000288050	0	0	0	0	0.055	0.619	0	0	0.624
NUDCD1	XIAP	9606.ENSP00000239690	9606.ENSP00000360242	0	0	0	0	0.055	0.619	0	0.054	0.629
NUDCD1	TUBAL3	9606.ENSP00000239690	9606.ENSP00000369784	0	0	0	0	0.066	0.619	0	0	0.629
NUP37	WDR12	9606.ENSP00000448054	9606.ENSP00000261015	0	0	0	0	0.335	0.045	0	0.175	0.431
NUP37	THOC3	9606.ENSP00000448054	9606.ENSP00000265097	0	0	0	0	0.143	0	0.400	0.392	0.660
NUP37	UPF3B	9606.ENSP00000448054	9606.ENSP00000276201	0	0	0	0	0.068	0.062	0.500	0	0.524
NUP37	WDR33	9606.ENSP00000448054	9606.ENSP00000325377	0	0	0	0	0.067	0.105	0.400	0.054	0.462
NUP37	SRSF4	9606.ENSP00000448054	9606.ENSP00000362900	0	0	0	0	0.049	0.095	0.400	0	0.438
NUP37	RFC3	9606.ENSP00000448054	9606.ENSP00000369411	0	0	0	0	0.400	0	0	0.142	0.463
NUP37	RFC4	9606.ENSP00000448054	9606.ENSP00000376272	0	0	0	0	0.578	0	0	0.093	0.601
NUP37	RFC5	9606.ENSP00000448054	9606.ENSP00000408295	0	0	0	0	0.409	0	0	0.077	0.432
NUP37	THOC5	9606.ENSP00000448054	9606.ENSP00000420306	0	0	0	0	0.118	0	0.400	0.054	0.455
NVL	UTP18	9606.ENSP00000281701	9606.ENSP00000225298	0	0	0	0	0.413	0.099	0	0.599	0.770
NVL	WDR12	9606.ENSP00000281701	9606.ENSP00000261015	0	0	0	0	0.439	0.135	0	0.593	0.785
NVL	PUM3	9606.ENSP00000281701	9606.ENSP00000380982	0	0	0	0	0.394	0.091	0	0.050	0.431
NVL	POLR1E	9606.ENSP00000281701	9606.ENSP00000367029	0	0	0	0	0.438	0.099	0	0.092	0.500
NVL	UTP4	9606.ENSP00000281701	9606.ENSP00000327179	0	0	0	0	0.539	0	0	0	0.539
NVL	TBL3	9606.ENSP00000281701	9606.ENSP00000454836	0	0	0	0	0.595	0	0	0	0.595
NVL	WDR43	9606.ENSP00000281701	9606.ENSP00000384302	0	0	0	0	0.619	0	0	0	0.619
NVL	UBXN7	9606.ENSP00000281701	9606.ENSP00000296328	0	0	0	0	0.105	0.624	0	0.154	0.690
NVL	WDR36	9606.ENSP00000281701	9606.ENSP00000423067	0	0	0	0	0.695	0	0	0.051	0.698
NVL	RBM34	9606.ENSP00000281701	9606.ENSP00000386226	0	0	0	0	0.469	0.449	0	0.068	0.704
NVL	WDR3	9606.ENSP00000281701	9606.ENSP00000308179	0	0	0	0	0.757	0	0	0.080	0.767
OGFOD1	WDR3	9606.ENSP00000457258	9606.ENSP00000308179	0	0	0	0	0.454	0	0	0	0.454
OGFOD1	UTP4	9606.ENSP00000457258	9606.ENSP00000327179	0	0	0	0	0.424	0	0	0	0.424
OGFOD1	RIOX1	9606.ENSP00000457258	9606.ENSP00000477507	0	0	0	0	0.065	0	0	0.582	0.592
ORC4	POLE3	9606.ENSP00000441953	9606.ENSP00000363286	0	0	0	0	0.055	0	0.500	0.093	0.534
ORC4	RFC3	9606.ENSP00000441953	9606.ENSP00000369411	0	0	0	0	0.128	0.096	0	0.456	0.534
ORC4	RFC4	9606.ENSP00000441953	9606.ENSP00000376272	0	0	0	0	0.211	0.095	0	0.233	0.405
ORC4	RFC5	9606.ENSP00000441953	9606.ENSP00000408295	0	0	0	0	0.118	0.095	0	0.434	0.508
P4HA2	PYCR2	9606.ENSP00000384999	9606.ENSP00000342502	0	0	0	0	0.042	0	0.900	0.124	0.908
P4HA2	PYCR1	9606.ENSP00000384999	9606.ENSP00000384949	0	0	0	0	0.079	0	0.900	0.197	0.919
PAF1	UBXN7	9606.ENSP00000221265	9606.ENSP00000296328	0	0	0	0	0.049	0.418	0	0	0.422
PAF1	POLR2H	9606.ENSP00000221265	9606.ENSP00000415536	0	0	0	0	0.074	0.896	0	0	0.899
PAF1	RNF40	9606.ENSP00000221265	9606.ENSP00000325677	0	0	0	0	0.106	0.367	0.500	0.789	0.932
PAF1	RTF1	9606.ENSP00000221265	9606.ENSP00000374280	0	0	0	0	0.112	0.997	0.900	0.578	0.999
PAPOLA	PUM1	9606.ENSP00000216277	9606.ENSP00000391723	0	0	0	0	0.255	0	0	0.267	0.430
PAPOLA	ZCCHC8	9606.ENSP00000216277	9606.ENSP00000438993	0	0	0	0	0.060	0	0	0.421	0.432
PAPOLA	SMAD2	9606.ENSP00000216277	9606.ENSP00000262160	0	0	0	0	0.073	0.081	0	0.707	0.728
PAPOLA	SRSF4	9606.ENSP00000216277	9606.ENSP00000362900	0	0	0	0	0.119	0.235	0.800	0.244	0.884
PAPOLA	WDR33	9606.ENSP00000216277	9606.ENSP00000325377	0	0	0	0	0.182	0.819	0.500	0.805	0.983
PDK3	PDPR	9606.ENSP00000498864	9606.ENSP00000288050	0	0	0	0	0.089	0	0	0.572	0.593
PDPR	UBFD1	9606.ENSP00000288050	9606.ENSP00000379217	0	0	0	0	0.132	0	0	0.352	0.414
PHF2	RIOX1	9606.ENSP00000352185	9606.ENSP00000477507	0	0	0	0	0.058	0	0	0.404	0.414
PHF5A	RBM22	9606.ENSP00000216252	9606.ENSP00000199814	0	0	0	0	0.063	0.898	0	0.223	0.919
PHF5A	RBM5	9606.ENSP00000216252	9606.ENSP00000343054	0	0	0	0	0.074	0	0	0.634	0.646
PHF5A	PRPF4B	9606.ENSP00000216252	9606.ENSP00000337194	0	0	0	0	0.056	0.800	0	0.165	0.828
PHF5A	RBM17	9606.ENSP00000216252	9606.ENSP00000388638	0	0	0	0	0.163	0	0.800	0.337	0.879
PHF5A	SNRPC	9606.ENSP00000216252	9606.ENSP00000244520	0	0	0	0	0.364	0.899	0	0.255	0.948
PHF5A	RNF113A	9606.ENSP00000216252	9606.ENSP00000360497	0	0	0	0	0.062	0.898	0.900	0.404	0.993
PHF5A	SNIP1	9606.ENSP00000216252	9606.ENSP00000296215	0	0	0	0	0.080	0.937	0.900	0.489	0.996
PI4KB	PIK3C2A	9606.ENSP00000357869	9606.ENSP00000265970	0	0	0	0.570	0.056	0	0.900	0.148	0.912
PI4KB	RNF40	9606.ENSP00000357869	9606.ENSP00000325677	0	0	0	0	0.630	0	0	0	0.630
PI4KB	TBC1D22A	9606.ENSP00000357869	9606.ENSP00000336724	0	0	0	0	0.082	0.067	0	0.454	0.491
PI4KB	PLCB1	9606.ENSP00000357869	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.113	0.676
PI4KB	PRKD2	9606.ENSP00000357869	9606.ENSP00000393978	0	0	0	0	0.049	0	0	0.617	0.620
PIK3C2A	VAMP8	9606.ENSP00000265970	9606.ENSP00000263864	0	0	0	0	0.044	0	0.500	0	0.501
PIK3C2A	PUM1	9606.ENSP00000265970	9606.ENSP00000391723	0	0	0	0	0.106	0	0.500	0	0.533
PIK3C2A	XIAP	9606.ENSP00000265970	9606.ENSP00000360242	0	0	0	0	0.560	0	0	0.106	0.590
PIK3C2A	PLCB1	9606.ENSP00000265970	9606.ENSP00000338185	0	0	0	0	0.049	0	0.650	0.086	0.669
PLCB1	PODXL	9606.ENSP00000338185	9606.ENSP00000367817	0	0	0	0	0.060	0	0	0.441	0.452
PODXL	YIPF3	9606.ENSP00000367817	9606.ENSP00000361499	0	0	0	0	0.049	0.045	0	0.491	0.497
POGZ	STK11IP	9606.ENSP00000271715	9606.ENSP00000389383	0	0	0	0	0.081	0	0	0.376	0.402
POLD1	RFC2	9606.ENSP00000472445	9606.ENSP00000055077	0	0	0	0	0.212	0.150	0.500	0.493	0.807
POLD1	UNG	9606.ENSP00000472445	9606.ENSP00000242576	0	0	0	0	0.131	0	0	0.408	0.464
POLD1	RCOR1	9606.ENSP00000472445	9606.ENSP00000262241	0	0	0	0	0.092	0	0.900	0.057	0.906
POLD1	SLF1	9606.ENSP00000472445	9606.ENSP00000265140	0	0	0	0	0.132	0.185	0	0.285	0.450
POLD1	RRM1	9606.ENSP00000472445	9606.ENSP00000300738	0	0	0	0	0.328	0.093	0	0.361	0.577
POLD1	RAD9A	9606.ENSP00000472445	9606.ENSP00000311360	0	0	0	0	0.086	0.096	0	0.335	0.403
POLD1	POLE3	9606.ENSP00000472445	9606.ENSP00000363286	0	0	0	0	0.083	0.500	0.900	0.726	0.985
POLD1	RFC3	9606.ENSP00000472445	9606.ENSP00000369411	0	0	0	0	0.292	0.150	0.500	0.543	0.844
POLD1	RFC1	9606.ENSP00000472445	9606.ENSP00000371321	0	0	0	0	0.315	0.110	0.500	0.307	0.760
POLD1	TP53BP1	9606.ENSP00000472445	9606.ENSP00000371475	0	0	0	0	0.178	0.555	0.360	0.374	0.834
POLD1	RFC4	9606.ENSP00000472445	9606.ENSP00000376272	0	0	0	0	0.383	0.150	0.500	0.718	0.916
POLD1	RFC5	9606.ENSP00000472445	9606.ENSP00000408295	0	0	0	0	0.226	0.150	0.500	0.539	0.828
POLD1	POLD2	9606.ENSP00000472445	9606.ENSP00000480186	0	0	0	0	0.552	0.992	0.900	0.999	0.999
POLD2	RFC2	9606.ENSP00000480186	9606.ENSP00000055077	0	0	0	0	0.260	0.112	0.500	0.527	0.824
POLD2	YME1L1	9606.ENSP00000480186	9606.ENSP00000318480	0	0	0	0	0.080	0	0	0.382	0.407
POLD2	POLE3	9606.ENSP00000480186	9606.ENSP00000363286	0	0	0	0	0.110	0.091	0.900	0.681	0.970
POLD2	RFC3	9606.ENSP00000480186	9606.ENSP00000369411	0	0	0	0	0.237	0.112	0.500	0.589	0.842
POLD2	RFC1	9606.ENSP00000480186	9606.ENSP00000371321	0	0	0	0	0.101	0.065	0.500	0.293	0.663
POLD2	RFC4	9606.ENSP00000480186	9606.ENSP00000376272	0	0	0	0	0.446	0.112	0.500	0.565	0.878
POLD2	RFC5	9606.ENSP00000480186	9606.ENSP00000408295	0	0	0	0	0.134	0.112	0.500	0.611	0.830
POLE3	RFC2	9606.ENSP00000363286	9606.ENSP00000055077	0	0	0	0	0.194	0	0.500	0.356	0.718
POLE3	SLF1	9606.ENSP00000363286	9606.ENSP00000265140	0	0	0	0	0.071	0.148	0	0.348	0.439
POLE3	RAD9A	9606.ENSP00000363286	9606.ENSP00000311360	0	0	0	0	0	0.075	0	0.406	0.427
POLE3	TAF7	9606.ENSP00000363286	9606.ENSP00000312709	0	0	0	0	0.096	0	0.720	0	0.736
POLE3	RFC1	9606.ENSP00000363286	9606.ENSP00000371321	0	0	0	0	0.067	0.095	0.500	0.350	0.688
POLE3	RFC4	9606.ENSP00000363286	9606.ENSP00000376272	0	0	0	0	0.265	0	0.500	0.295	0.718
POLE3	RFC3	9606.ENSP00000363286	9606.ENSP00000369411	0	0	0	0	0.229	0	0.500	0.375	0.738
POLE3	RFC5	9606.ENSP00000363286	9606.ENSP00000408295	0	0	0	0	0.321	0	0.500	0.326	0.751
POLR1E	UTP18	9606.ENSP00000367029	9606.ENSP00000225298	0	0	0	0	0.846	0.098	0	0	0.855
POLR1E	WDR12	9606.ENSP00000367029	9606.ENSP00000261015	0	0	0	0	0.655	0	0	0.092	0.673
POLR1E	WDR3	9606.ENSP00000367029	9606.ENSP00000308179	0	0	0	0	0.841	0.125	0	0	0.855
POLR1E	RRS1	9606.ENSP00000367029	9606.ENSP00000322396	0	0	0	0	0.582	0.126	0	0.055	0.625
POLR1E	UTP4	9606.ENSP00000367029	9606.ENSP00000327179	0	0	0	0	0.751	0.129	0	0.200	0.811
POLR1E	RRP1B	9606.ENSP00000367029	9606.ENSP00000339145	0	0	0	0	0.586	0.161	0	0	0.638
POLR1E	PUS7	9606.ENSP00000367029	9606.ENSP00000417402	0	0	0	0	0.423	0	0	0	0.423
POLR1E	TRMT61A	9606.ENSP00000367029	9606.ENSP00000374399	0	0	0	0	0.446	0	0	0	0.446
POLR1E	RBM34	9606.ENSP00000367029	9606.ENSP00000386226	0	0	0	0	0.420	0.127	0	0.050	0.477
POLR1E	WDR43	9606.ENSP00000367029	9606.ENSP00000384302	0	0	0	0	0.655	0.177	0	0.186	0.749
POLR1E	TBL3	9606.ENSP00000367029	9606.ENSP00000454836	0	0	0	0	0.838	0	0	0	0.838
POLR1E	PUM3	9606.ENSP00000367029	9606.ENSP00000380982	0	0	0	0	0.842	0	0	0	0.842
POLR1E	WDR36	9606.ENSP00000367029	9606.ENSP00000423067	0	0	0	0	0.837	0.126	0	0	0.851
POLR1E	POLR2H	9606.ENSP00000367029	9606.ENSP00000415536	0	0	0	0	0.192	0.961	0.800	0.473	0.996
POLR2H	RPAP3	9606.ENSP00000415536	9606.ENSP00000005386	0	0	0	0	0.080	0.501	0	0.360	0.681
POLR2H	WDR12	9606.ENSP00000415536	9606.ENSP00000261015	0	0	0	0	0.335	0	0	0.362	0.558
POLR2H	UBXN7	9606.ENSP00000415536	9606.ENSP00000296328	0	0	0	0	0.044	0.486	0	0.177	0.560
POLR2H	TAF7	9606.ENSP00000415536	9606.ENSP00000312709	0	0	0	0	0.048	0.800	0.500	0.127	0.905
POLR2H	RRS1	9606.ENSP00000415536	9606.ENSP00000322396	0	0	0	0	0.370	0	0	0.385	0.596
POLR2H	RRP1B	9606.ENSP00000415536	9606.ENSP00000339145	0	0	0	0	0.408	0	0	0	0.408
POLR2H	POU2F1	9606.ENSP00000415536	9606.ENSP00000356840	0	0	0	0	0.049	0	0.500	0	0.504
POLR2H	POLR3GL	9606.ENSP00000415536	9606.ENSP00000358320	0	0	0	0	0.216	0.622	0.540	0.481	0.920
POLR2H	TAF8	9606.ENSP00000415536	9606.ENSP00000362068	0	0	0	0	0	0.800	0.500	0.138	0.906
POLR2H	RTF1	9606.ENSP00000415536	9606.ENSP00000374280	0	0	0	0	0.062	0.896	0	0	0.898
POLR2H	RFC4	9606.ENSP00000415536	9606.ENSP00000376272	0	0	0	0	0.375	0	0	0.354	0.579
POLR2H	ZNF143	9606.ENSP00000415536	9606.ENSP00000379847	0	0	0	0	0.067	0.063	0.500	0.052	0.530
POLR2H	RFC5	9606.ENSP00000415536	9606.ENSP00000408295	0	0	0	0	0.116	0	0	0.416	0.462
POLR2H	RNMT	9606.ENSP00000415536	9606.ENSP00000466111	0	0	0	0	0.116	0	0.500	0.116	0.575
POLR3GL	POU2F1	9606.ENSP00000358320	9606.ENSP00000356840	0	0	0	0	0	0	0.500	0	0.499
POLR3GL	ZNF143	9606.ENSP00000358320	9606.ENSP00000379847	0	0	0	0	0	0.049	0.500	0.102	0.535
POU2F1	TAF8	9606.ENSP00000356840	9606.ENSP00000362068	0	0	0	0	0.049	0	0.500	0	0.504
POU2F1	ZNF143	9606.ENSP00000356840	9606.ENSP00000379847	0	0	0	0	0.068	0.053	0.800	0.202	0.840
PPIL4	SNIP1	9606.ENSP00000253329	9606.ENSP00000296215	0	0	0	0	0.067	0.156	0.400	0.052	0.492
PPIL4	RNF113A	9606.ENSP00000253329	9606.ENSP00000360497	0	0	0	0	0.117	0.129	0.400	0.148	0.554
PPIL4	PPWD1	9606.ENSP00000253329	9606.ENSP00000261308	0	0	0.101	0.624	0.310	0.045	0	0.382	0.585
PPP2R1B	PRKCI	9606.ENSP00000311344	9606.ENSP00000295797	0	0	0	0	0.060	0	0.900	0.078	0.905
PPP2R1B	STRIP1	9606.ENSP00000311344	9606.ENSP00000358810	0	0	0	0	0.049	0.995	0	0.168	0.996
PPP6R3	URM1	9606.ENSP00000377390	9606.ENSP00000501135	0	0	0	0	0.047	0	0	0.400	0.404
PPWD1	RBM22	9606.ENSP00000261308	9606.ENSP00000199814	0	0	0	0	0.173	0.800	0	0.345	0.882
PPWD1	SNIP1	9606.ENSP00000261308	9606.ENSP00000296215	0	0	0	0	0.067	0	0.400	0.055	0.424
PPWD1	RNF113A	9606.ENSP00000261308	9606.ENSP00000360497	0	0	0	0	0.100	0	0.400	0.305	0.591
PPWD1	UPF3B	9606.ENSP00000261308	9606.ENSP00000276201	0	0	0	0	0.118	0	0.800	0.252	0.856
PPWD1	WDR70	9606.ENSP00000261308	9606.ENSP00000265107	0	0	0	0	0.181	0.800	0	0.251	0.866
PRKCI	SMG8	9606.ENSP00000295797	9606.ENSP00000438748	0	0	0	0	0.060	0	0	0.666	0.672
PRPF4B	SNRPC	9606.ENSP00000337194	9606.ENSP00000244520	0	0	0	0	0.057	0.835	0	0.091	0.847
PRPF4B	SNIP1	9606.ENSP00000337194	9606.ENSP00000296215	0	0	0	0	0.054	0.292	0.400	0	0.563
PRPF4B	RSRC2	9606.ENSP00000337194	9606.ENSP00000330188	0	0	0	0	0.276	0	0	0.261	0.442
PRPF4B	RBM34	9606.ENSP00000337194	9606.ENSP00000386226	0	0	0	0	0.141	0.326	0	0.082	0.422
PRPF4B	SRSF4	9606.ENSP00000337194	9606.ENSP00000362900	0	0	0	0	0.164	0.152	0	0.291	0.454
PRPF4B	RBM5	9606.ENSP00000337194	9606.ENSP00000343054	0	0	0	0	0.148	0	0.800	0.243	0.859
PUM1	VAMP8	9606.ENSP00000391723	9606.ENSP00000263864	0	0	0	0	0.042	0.075	0.500	0	0.518
PUM1	RBM5	9606.ENSP00000391723	9606.ENSP00000343054	0	0	0	0	0.310	0.086	0	0.149	0.416
PUM1	TOMM20	9606.ENSP00000391723	9606.ENSP00000355566	0	0	0	0	0.104	0.312	0	0.115	0.406
PUM1	SRSF4	9606.ENSP00000391723	9606.ENSP00000362900	0	0	0	0	0.272	0.071	0	0.237	0.440
PUM1	PUM3	9606.ENSP00000391723	9606.ENSP00000380982	0	0	0	0.558	0.049	0.094	0	0.515	0.545
PUM1	YTHDF2	9606.ENSP00000391723	9606.ENSP00000444660	0	0	0	0	0.415	0.207	0	0.180	0.587
PUM3	TARBP1	9606.ENSP00000380982	9606.ENSP00000040877	0	0	0	0	0.448	0	0	0	0.448
PUM3	TRMT6	9606.ENSP00000380982	9606.ENSP00000203001	0	0	0	0	0.714	0	0	0	0.714
PUM3	UTP18	9606.ENSP00000380982	9606.ENSP00000225298	0	0	0	0	0.828	0	0	0.132	0.844
PUM3	WDR12	9606.ENSP00000380982	9606.ENSP00000261015	0	0	0	0	0.745	0.295	0	0.360	0.875
PUM3	WDR3	9606.ENSP00000380982	9606.ENSP00000308179	0	0	0	0	0.905	0	0	0	0.905
PUM3	RRS1	9606.ENSP00000380982	9606.ENSP00000322396	0	0	0	0	0.845	0.623	0	0.415	0.962
PUM3	UTP4	9606.ENSP00000380982	9606.ENSP00000327179	0	0	0	0	0.838	0	0	0.158	0.858
PUM3	RRP1B	9606.ENSP00000380982	9606.ENSP00000339145	0	0	0	0	0.678	0.330	0	0.105	0.790
PUM3	TRMT61A	9606.ENSP00000380982	9606.ENSP00000374399	0	0	0	0	0.405	0	0	0	0.405
PUM3	PUS7	9606.ENSP00000380982	9606.ENSP00000417402	0	0	0	0	0.580	0.071	0	0	0.593
PUM3	RBM34	9606.ENSP00000380982	9606.ENSP00000386226	0	0	0	0	0.697	0.551	0	0.141	0.873
PUM3	WDR43	9606.ENSP00000380982	9606.ENSP00000384302	0	0	0	0	0.916	0	0	0	0.916
PUM3	TBL3	9606.ENSP00000380982	9606.ENSP00000454836	0	0	0	0	0.913	0.463	0	0	0.951
PUM3	WDR36	9606.ENSP00000380982	9606.ENSP00000423067	0	0	0	0	0.931	0.376	0	0	0.955
PUS7	TARBP1	9606.ENSP00000417402	9606.ENSP00000040877	0	0	0	0	0.326	0.497	0	0.066	0.656
PUS7	TRMT6	9606.ENSP00000417402	9606.ENSP00000203001	0	0	0	0	0.410	0	0	0.588	0.746
PUS7	UTP18	9606.ENSP00000417402	9606.ENSP00000225298	0	0	0	0	0.424	0	0	0.049	0.429
PUS7	WDR12	9606.ENSP00000417402	9606.ENSP00000261015	0	0	0	0	0.489	0	0	0.126	0.534
PUS7	WDR3	9606.ENSP00000417402	9606.ENSP00000308179	0	0	0	0	0.718	0	0	0	0.718
PUS7	RRS1	9606.ENSP00000417402	9606.ENSP00000322396	0	0	0	0	0.416	0	0	0	0.416
PUS7	UTP4	9606.ENSP00000417402	9606.ENSP00000327179	0	0	0	0	0.831	0	0	0	0.831
PUS7	RRP1B	9606.ENSP00000417402	9606.ENSP00000339145	0	0	0	0	0.465	0	0	0	0.465
PUS7	TRMT61A	9606.ENSP00000417402	9606.ENSP00000374399	0	0	0	0	0.153	0	0	0.421	0.489
PUS7	WDR43	9606.ENSP00000417402	9606.ENSP00000384302	0	0	0	0	0.635	0	0	0	0.635
